"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorTFIDFCosine record1Value","[0] BookTitleComparatorTFIDFCosine record2Value","[0] BookTitleComparatorTFIDFCosine record1PreprocessedValue","[0] BookTitleComparatorTFIDFCosine record2PreprocessedValue","[0] BookTitleComparatorTFIDFCosine similarity","[0] BookTitleComparatorTFIDFCosine postproccesedSimilarity","[1] BookAuthorComparatorJaccard record1Value","[1] BookAuthorComparatorJaccard record2Value","[1] BookAuthorComparatorJaccard record1PreprocessedValue","[1] BookAuthorComparatorJaccard record2PreprocessedValue","[1] BookAuthorComparatorJaccard similarity","[1] BookAuthorComparatorJaccard postproccesedSimilarity","[2] BookGenreComparatorJaccard record1Value","[2] BookGenreComparatorJaccard record2Value","[2] BookGenreComparatorJaccard record1PreprocessedValue","[2] BookGenreComparatorJaccard record2PreprocessedValue","[2] BookGenreComparatorJaccard similarity","[2] BookGenreComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","Goodreads_books_35420","Amazon_3554","0.0",,"The Inexplicable Logic of My Life","The Intelligent Investor","The Inexplicable Logic of My Life","The Intelligent Investor","0.0","0.0","Benjamin Alire Sáenz","Benjamin Graham","Benjamin Alire Sáenz","Benjamin Graham","0.2","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_39188","Amazon_10493","0.3",,"Scott Pilgrim, Volume 5: Scott Pilgrim vs. the Universe","Scott Pilgrim: Scott Pilgrim's Finest Hour v. 6","Scott Pilgrim, Volume 5: Scott Pilgrim vs. the Universe","Scott Pilgrim: Scott Pilgrim's Finest Hour v. 6","0.0","0.0","Bryan Lee O'Malley","Bryan Lee O'Malley","Bryan Lee O'Malley","Bryan Lee O'Malley","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23759","Amazon_7213","0.09999999999999999",,"The Beet Queen","The Beautiful Mystery","The Beet Queen","The Beautiful Mystery","0.0","0.0","Louise Erdrich","Louise Penny","Louise Erdrich","Louise Penny","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33834","Amazon_18203","0.9999999999999999",,"Midnight Tides","Midnight Tides","Midnight Tides","Midnight Tides","1.0","1.0","Steven Erikson","Steven Erikson","Steven Erikson","Steven Erikson","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_273","Amazon_20161","0.8999999999999999",,"King Henry IV, Part 1","King Henry IV, Part 1","King Henry IV, Part 1","King Henry IV, Part 1","1.0","1.0","William Shakespeare","William Shakespeare","William Shakespeare","William Shakespeare","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_15543","Amazon_11986","0.4",,"Savage Continent: Europe in the Aftermath of World War II","Savage Continent","Savage Continent: Europe in the Aftermath of World War II","Savage Continent","0.0","0.0","Keith Lowe","Keith Lowe","Keith Lowe","Keith Lowe","1.0","1.0","History","History","History","History","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_3507","Amazon_12946","0.0",,"The Go-Giver: A Little Story About a Powerful Business Idea","The Gospel of the Flying Spaghetti Monster","The Go-Giver: A Little Story About a Powerful Business Idea","The Gospel of the Flying Spaghetti Monster","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36119","Amazon_3741","0.9999999999999999",,"23 Things They Don't Tell You about Capitalism","23 Things They Don't Tell You About Capitalism","23 Things They Don't Tell You about Capitalism","23 Things They Don't Tell You About Capitalism","1.0","1.0","Ha-Joon Chang","Ha-Joon Chang","Ha-Joon Chang","Ha-Joon Chang","1.0","1.0","Business","Business","Business","Business","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_34912","Amazon_11764","0.0",,"The Lady With the Little Dog and Other Stories, 1896-1904","The lady in Gold","The Lady With the Little Dog and Other Stories, 1896-1904","The lady in Gold","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_5246","Amazon_3136","0.0",,"Everyone Burns","Everything That Remains","Everyone Burns","Everything That Remains","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38205","Amazon_684","0.8999999999999999",,"How the Mind Works","How the Mind Works","How the Mind Works","How the Mind Works","1.0","1.0","Steven Pinker","Steven Pinker","Steven Pinker","Steven Pinker","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23436","Amazon_1387","0.0",,"The Diary of Mattie Spenser","The Disappearing Spoon","The Diary of Mattie Spenser","The Disappearing Spoon","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30676","Amazon_4698","0.8999999999999999",,"The Graveyard Book","The Graveyard Book","The Graveyard Book","The Graveyard Book","1.0","1.0","Neil Gaiman","Neil Gaiman","Neil Gaiman","Neil Gaiman","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30046","Amazon_1354","0.0",,"The Reluctant Duchess","The Revenge Of Geography","The Reluctant Duchess","The Revenge Of Geography","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31141","Amazon_15389","0.0",,"Beauty: A Retelling of the Story of Beauty and the Beast","Beautiful Chaos","Beauty: A Retelling of the Story of Beauty and the Beast","Beautiful Chaos","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_27189","Amazon_7123","0.0",,"The Curse of the Wolf Girl","The Curious Incident of the Dog in the Night-time","The Curse of the Wolf Girl","The Curious Incident of the Dog in the Night-time","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30632","Amazon_4616","0.8999999999999999",,"Sophie's World","Sophie's World","Sophie's World","Sophie's World","1.0","1.0","Jostein Gaarder","Jostein Gaarder","Jostein Gaarder","Jostein Gaarder","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11001","Amazon_10312","0.09999999999999999",,"Asterix in Britain","Asterix: Asterix and the Golden Sickle","Asterix in Britain","Asterix: Asterix and the Golden Sickle","0.0","0.0","René Goscinny","Rene Goscinny","René Goscinny","Rene Goscinny","0.3333333333333333","0.3333333333333333","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21076","Amazon_17120","0.1",,"The Dating Detox","The Darkest Secret","The Dating Detox","The Darkest Secret","0.0","0.0","","","","","0.0","0.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_33282","Amazon_17913","0.9999999999999999",,"The Republic of Thieves","The Republic of Thieves","The Republic of Thieves","The Republic of Thieves","1.0","1.0","Scott Lynch","Scott Lynch","Scott Lynch","Scott Lynch","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_29419","Amazon_971","0.0",,"The New Evidence That Demands a Verdict","The Neurobiology of Attachment-Focused Therapy","The New Evidence That Demands a Verdict","The Neurobiology of Attachment-Focused Therapy","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14480","Amazon_10663","0.8999999999999999",,"Deadman Wonderland, Vol. 6","Deadman Wonderland, Vol. 3","Deadman Wonderland, Vol. 6","Deadman Wonderland, Vol. 3","1.0","1.0","Jinsei Kataoka","Jinsei Kataoka","Jinsei Kataoka","Jinsei Kataoka","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3704","Amazon_1948","0.0",,"The Last Witchfinder","The Ladybird Book of the Shed","The Last Witchfinder","The Ladybird Book of the Shed","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_2177","Amazon_1998","0.3","0","Avatar Volume 5: The Last Airbender","Avatar: The Last Airbender# The Promise Part 1","Avatar Volume 5: The Last Airbender","Avatar: The Last Airbender# The Promise Part 1","0.0","0.0","Michael Dante DiMartino","Michael Dante DiMartino","Michael Dante DiMartino","Michael Dante DiMartino","1.0","1.0","Sequential Art-Manga","Art","Sequential Art-Manga","Art","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30075","Amazon_17793","0.0",,"The Blue Knight","The Blade Itself","The Blue Knight","The Blade Itself","0.0","0.0","","","","","0.0","0.0","Fiction","Science-Fiction","Fiction","Science-Fiction","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_7840","Amazon_19854","0.0",,"The Martha Rules","The Mark Stephens Yoga Sequencing Deck","The Martha Rules","The Mark Stephens Yoga Sequencing Deck","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13021","Amazon_15245","0.8999999999999999",,"Harry Potter and the Prisoner of Azkaban","Harry Potter and the Chamber of Secrets - Slytherin Edition","Harry Potter and the Prisoner of Azkaban","Harry Potter and the Chamber of Secrets - Slytherin Edition","1.0","1.0","J.K. Rowling","J.K. Rowling","J.K. Rowling","J.K. Rowling","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11439","Amazon_12060","0.0",,"The Cheese and I: An Englishman's Voyage Through the Land of Fromage","The Churchills","The Cheese and I: An Englishman's Voyage Through the Land of Fromage","The Churchills","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_26809","Amazon_3772","0.0",,"The Winter Vault","The Wife Drought","The Winter Vault","The Wife Drought","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36475","Amazon_10261","0.8999999999999999",,"Death Note, Vol. 9: Contact","Death Note, Vol. 1","Death Note, Vol. 9: Contact","Death Note, Vol. 1","1.0","1.0","Tsugumi Ohba","Tsugumi Ohba","Tsugumi Ohba","Tsugumi Ohba","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4684","Amazon_20873","0.8999999999999999",,"How to Train Your Viking, by Toothless the Dragon","How to Train Your Dragon: How to Steal a Dragon's Sword","How to Train Your Viking, by Toothless the Dragon","How to Train Your Dragon: How to Steal a Dragon's Sword","1.0","1.0","Cressida Cowell","Cressida Cowell","Cressida Cowell","Cressida Cowell","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_946","Amazon_8917","0.0",,"There but for the","The Rest is Noise","There but for the","The Rest is Noise","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30626","Amazon_17789","0.4",,"Foundation","Foundation Trilogy","Foundation","Foundation Trilogy","0.0","0.0","Isaac Asimov","Isaac Asimov","Isaac Asimov","Isaac Asimov","1.0","1.0","Science Fiction","Science-Fiction","Science Fiction","Science-Fiction","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_33754","Amazon_10192","0.8999999999999999","1","One Piece, Volume 1: Romance Dawn","One Piece, Vol. 1","One Piece, Volume 1: Romance Dawn","One Piece, Vol. 1","1.0","1.0","Eiichiro Oda","Eiichiro Oda","Eiichiro Oda","Eiichiro Oda","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_25794","Amazon_16353","0.0",,"The Grimrose Path","The Grace Outpouring","The Grimrose Path","The Grace Outpouring","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_705","Amazon_10467","0.3",,"Tokyo Ghoul, Tome 1","Tokyo Ghoul: re, Vol. 2","Tokyo Ghoul, Tome 1","Tokyo Ghoul: re, Vol. 2","0.0","0.0","Sui Ishida","Sui Ishida","Sui Ishida","Sui Ishida","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8053","Amazon_12763","0.09999999999999999",,"The Man Without Qualities: Volume II","The Man Who Made Things Out of Trees","The Man Without Qualities: Volume II","The Man Who Made Things Out of Trees","0.0","0.0","Robert Musil","Robert Penn","Robert Musil","Robert Penn","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8206","Amazon_21647","0.0",,"How to Develop Self-Confidence And Influence People","How to Build Max Performance Chevy Small Blocks on a Budget!","How to Develop Self-Confidence And Influence People","How to Build Max Performance Chevy Small Blocks on a Budget!","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30465","Amazon_5126","0.3",,"Winnie-the-Pooh","Winnie-The-Pooh (Puffin Modern Classics)","Winnie-the-Pooh","Winnie-The-Pooh (Puffin Modern Classics)","0.0","0.0","A.A. Milne","A A Milne","A.A. Milne","A A Milne","1.0","1.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13021","Amazon_15210","0.8999999999999999",,"Harry Potter and the Prisoner of Azkaban","Harry Potter and the Chamber of Secrets - Gryffindor Edition","Harry Potter and the Prisoner of Azkaban","Harry Potter and the Chamber of Secrets - Gryffindor Edition","1.0","1.0","J.K. Rowling","J.K. Rowling","J.K. Rowling","J.K. Rowling","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11856","Amazon_15238","0.8999999999999999",,"Pride and Prejudice","Pride and Prejudice","Pride and Prejudice","Pride and Prejudice","1.0","1.0","Jane Austen","Jane Austen","Jane Austen","Jane Austen","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3663","Amazon_10389","0.8999999999999999",,"The Walking Dead, Vol. 4: The Heart's Desire","The Walking Dead Volume 5: The Best Defense","The Walking Dead, Vol. 4: The Heart's Desire","The Walking Dead Volume 5: The Best Defense","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_25516","Amazon_608","0.0",,"The Man Within","The Making of a Therapist","The Man Within","The Making of a Therapist","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_20034","Amazon_4575","0.8999999999999999",,"A Court of Thorns and Roses Coloring Book","A Court of Mist and Fury","A Court of Thorns and Roses Coloring Book","A Court of Mist and Fury","1.0","1.0","Sarah J. Maas","Sarah J. Maas","Sarah J. Maas","Sarah J. Maas","1.0","1.0","Colouring Books","Childrens-Books","Colouring Books","Childrens-Books","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","Goodreads_books_28375","Amazon_10263","0.0",,"The Princess and the Three Knights","The Promised Neverland, Vol. 7","The Princess and the Three Knights","The Promised Neverland, Vol. 7","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31233","Amazon_19036","0.0",,"The Last of the Mohicans","The Ladybird Book of Balls","The Last of the Mohicans","The Ladybird Book of Balls","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4575","Amazon_5282","0.0",,"The Last Dragon Chronicles Complete Set, Books 1-5: The Fire Within, Icefire, Fire Star, The Fire Eternal, and Dark Fire","The Land of Stories: A Grimm Warning","The Last Dragon Chronicles Complete Set, Books 1-5: The Fire Within, Icefire, Fire Star, The Fire Eternal, and Dark Fire","The Land of Stories: A Grimm Warning","0.0","0.0","Chris d'Lacey","Chris Colfer","Chris d'Lacey","Chris Colfer","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8916","Amazon_2214","0.8999999999999999",,"Story: Substance, Structure, Style, and the Principles of Screenwriting","Story: Substance, Structure, Style, and the Principles of Screenwriting","Story: Substance, Structure, Style, and the Principles of Screenwriting","Story: Substance, Structure, Style, and the Principles of Screenwriting","1.0","1.0","Robert McKee","Robert McKee","Robert McKee","Robert McKee","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36091","Amazon_2853","0.9999999999999999",,"The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism","The Reason I Jump: one boy's voice from the silence of autism","The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism","The Reason I Jump: one boy's voice from the silence of autism","1.0","1.0","Naoki Higashida","Naoki Higashida","Naoki Higashida","Naoki Higashida","1.0","1.0","Biography","Biography","Biography","Biography","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_30554","Amazon_7276","0.8999999999999999",,"Murder on the Orient Express","Murder on the Orient Express","Murder on the Orient Express","Murder on the Orient Express","1.0","1.0","Agatha Christie","Agatha Christie","Agatha Christie","Agatha Christie","1.0","1.0","Mystery-Crime","Crime","Mystery-Crime","Crime","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_24120","Amazon_10471","0.8999999999999999",,"The Walking Dead, Vol. 11: Fear the Hunters","The Walking Dead Volume 7: The Calm Before","The Walking Dead, Vol. 11: Fear the Hunters","The Walking Dead Volume 7: The Calm Before","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_9259","Amazon_17840","0.4",,"Harry Potter y el cáliz de fuego","Harry Potter and the Philosopher's Stone","Harry Potter y el cáliz de fuego","Harry Potter and the Philosopher's Stone","0.0","0.0","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
